sort,book,chapter,verse,source,target
230690821,1TI,1,5,"Now the goal of the commandment is love from a pure heart, from a good conscience, and from a sincere faith.","Chonka enzindo yechilagiro echo nengozi, ezilikuluga omoyo gulungi nechigendelelo chilungi numwesigo ogutaine kabhi."
230690822,1TI,1,6,Some people have gone astray from these things and have turned to worthless talk.,Abandi kubhali kubhula ebyo bhagwela ebhigambo. yemgani etasane.
230690823,1TI,1,7,"They want to be teachers of the law, but they do not understand what they are saying or what they so confidently affirm.","Nibhenda kubha abhalimu bhemuku, nubhubha tali kumanya edubhalikugamba nanga ebhintu bhilinya ebhubhalikugamba ommazima."
230690824,1TI,1,8,But we know that the law is good if one uses it lawfully.,"Chonka ntumanya kubha omku nigulungi, kihalabha ommtu najikolesa ommhanda oguli ommazima."
230690825,1TI,1,9,"We know this: that law is not set in place for a righteous man, but for lawless and rebellious people, for ungodly people and sinners, and for those who are unholy and profane, for those who kill their fathers and mothers, for murderers,","Akasobhokelwa echigambo echi, omku tuguli kukolana numuntu wanazima, sana abhabhi, abhatali bhamakune, na bhatakale, nabhane obhufu, nabhabhi, nabhatalikukunila Kantonda, nabhalikutera isebho, nabhali kutera nyimabho, nabhaisi,"
230690826,1TI,1,10,"for sexually immoral people, for those who practice homosexuality, for those who kidnap people for slaves, for liars, for false witnesses, and for whatever else is opposed to truthful teaching.","nabhasihani, nabhahagale, nabhakwabha abhantu nabhasubha, nabhalinya abhalagine ibhisubha, na kihalabha aliho echigambo echindi numwegeso agwine amazima."
230690827,1TI,1,11,This instruction is according to the glorious gospel of the blessed God with which I have been entrusted.,"Nkuku chihandikile ombhigambo ebhili kwela nebho obhusinge bwa Katonda asimwe, ichinatelilwacho empelwa."
230690828,1TI,1,12,"I thank Christ Jesus our Lord. He strengthened me, for he considered me faithful, and he appointed me to service.","Naye ninsima Kristo Yesu Mkama waitu, eyatilamu amani obwensonga akalebha okwondi omwesigwa, akateka ambhukozi bwe."
230690829,1TI,1,13,"I was a blasphemer, a persecutor, and a violent man. But I received mercy because I acted ignorantly in unbelief.","Nubhuyale ombwambele ndi onjumangani, olusasa abhantu. Eyane ikuru chonka nkabhona obhuganyizi kubha nka kora ebyo obhu fera, nubhutagira omwesigo."
230690830,1TI,1,14,And the grace of our Lord overflowed with the faith and the love that is in Christ Jesus.,"Nubhuganyizi bwa Mkama bhukasagamuno, amo namwesigo nengonzi ezili omli Kristo Yesu."
230690831,1TI,1,15,"This message is reliable and worthy of all acceptance, that Christ Jesus came into the world to save sinners, of whom I am chief.","Nichintu chukwesigwa, kandi nichibhasika, kubha Kristo Yesu akaija omnsi kulokola abhaine amafu, nuwambele wawenene ninye."
230690832,1TI,1,16,"But for this reason I was given mercy, so that in me, the chief, Christ Jesus might demonstrate all patience. He did this as an example for those who would believe in him for eternal life.","Chonka obwenga eji nka bhona obhuganyizi, omlinye owambele, Yesu Kristo ayeyeleke okulindila kwe kwona, mbe akabhonelo ahali bhalinya abhalanyesiga, bhahebwe obhulola obhutaliwaho."
230690833,1TI,1,17,"Now to the king of the ages, the immortal, invisible, the only God, be honor and glory forever and ever. Amen.","Mbwenu ahabhukama obhubhaho, atabhasa kubhona obhufakale, atakubhoneka, Mungu wenka nechibhe amakune nubutukufu obhutaliwaho. Amina."
230690834,1TI,1,18,"I am placing this command before you, Timothy, my child, in accordance with the prophecies previously made about you, that you might fight the good fight,","Mwana wange Timotheo, nikuheleza endagano eri ebhe echinhiko, aha bhigambo ebhilabhileho ahiguru yawe, kulabhila ahalebyo obhitele ebhita bhilinya ebhilungi."
230690835,1TI,1,19,"holding faith and a good conscience. By rejecting this, some have shipwrecked their faith.","Obhe wine omwesigo nebhitekelezo bhilungi, ebyandi bhabhisindikilehale, bhakasisi kala aha mwesigo."
230690836,1TI,1,20,"Such are Hymenaeus and Alexander, whom I delivered over to Satan so that they may be taught not to blaspheme.","Omli abho alimu Himenayo na isikandi, abho nabhaha shetani abhantu abho, kubha bhabhase kwegoswa na Mungu."
230694913,1TI,2,1,"Therefore, first of all, I urge that humble requests, prayers, petitions, and thanksgivings be made for all people,","Chityo emb'andizo ya bhona, ninyenda amasabha, ensala, okusabhilwa, nukusima bhikoleke aha bhwa abhantu bhona,"
230694914,1TI,2,2,"for kings and all who are in authority, in order that we may live a peaceful and quiet life in all godliness and dignity.","obwensonga yabhakama na bhona abhali ahabhutwazi, chityo tubhase kubhaho obhu bhaho obwemilembe nubhuchulezi nukwelinda kwona amo namakume."
230694915,1TI,2,3,This is good and acceptable before God our Savior.,Echi nichirungi kwndi nichilizwa ommaisho ga Mungu omlokozi waitu.
230694916,1TI,2,4,He desires all people to be saved and to come to the knowledge of the truth.,Wenene nayenda ati abhantu bhona bhalokokwe kandi bhabhase kumanya amazima.
230694917,1TI,2,5,"For there is one God, and there is one mediator for God and man, the man Christ Jesus.","Obhwensonga aliho Mungu omo, aliho okwatanisa omo ahali Mungu numntu alikwetwa Kristo Yesu."
230694918,1TI,2,6,"He gave himself as a ransom for all, as the testimony at the right time.","Akayehayo wenene nku msumbusi wabhona, nku obhujulizi omkanya akasaine."
230694919,1TI,2,7,"For this purpose I was appointed a herald and an apostle—I am telling the truth, I am not lying—and a teacher of the Gentiles in faith and truth.",Obwe ensonga heji nywewe inye nkakorwa kubha entu yebhirangilililo bhyabhegeswa. Nigamba amazima. Tindi kibhaha. Nyewe ndi omwagesa wabhantu bhamahanga om mwesigona amazima.
230694920,1TI,2,8,"Therefore, I want men in every place to pray and to lift up holy hands without anger or arguing.","Aha bwecho, ninyenda abhasaija bhulihamo bhasabhe nukwimcha emikomo elikwela bhatane chiniga amo nobhutesiga."
230694921,1TI,2,9,"In the same way, the women are to dress with proper clothing, with modesty and self-control, not with braided hair or gold or pearls or expensive clothing,","Chityo chityo, ninyenda abhakazi bhejweke ebhijwalo ebhili kwikilizwa ommakune nukwetanga. Bhatabha ni soke lisukile, nanga ebhahabu, nanga eluku nanga ebhijwalo bhya amahela gaingi."
230694922,1TI,2,10,but with what is proper for women who proclaim godliness through good works.,Kandi ninyenda bhajwale ibhujwalo ibhibhasane abhakazi abhalikwikiliza omwesigo kulabhila ebhikolwa bhirungi.
230694923,1TI,2,11,A woman should learn in silence and with all submission.,Omkazi ayege omkanya akesilize namakune gona.
230694924,1TI,2,12,"I do not permit a woman to teach or to exercise authority over a man, but to live in quietness.","Tinkumjubhula omkazi kwegeta, nanga kugira obhutwale ahigulu yumsaija sana yekale omkanya kukwesiza."
230694925,1TI,2,13,"For Adam was formed first, then Eve.","Obhwensonga adamu akatondwa mbele, kandi Eva."
230694926,1TI,2,14,"Adam was not deceived, but the woman was deceived and became a transgressor.","Adamu talabhahilwe, chonka omkazi akabhwawa mazima obhibhi."
230694927,1TI,2,15,"However, she will be saved through bearing children, if they continue in faith and love and sanctification with self-control.","Chonka nabhwo, najaku kujunwa kulabhila ahakuzala abhana, kibhalabha nibhagendelelage ommwesigo nenginzi numkwezwa amo namagezi garungi."
230699009,1TI,3,1,"This saying is trustworthy: If someone desires to be an overseer, he desires a good work.","Nechigambo chokumanyiswa: Omuntu akwenda emilimo yokubha omulebhelezi, nabhayenzile emilimo milungi."
230699010,1TI,3,2,"Therefore the overseer must have a good reputation. He must be a husband of one wife. He must be moderate, sensible, orderly, and hospitable. He must be able to teach.","Nchetagibwa omulebhelezi abhe atalimuntu, atakuhalemesa omuseija womukazi omo, akuchwa bugufu, akwetonda omuntu aineokupangage ebyawenene, akunyegezage, akumanyakwegesa."
230699011,1TI,3,3,"He must not be addicted to wine, not a brawler but instead gentle, peaceful. He must not be a lover of money.","Atabhali omuntu akumanyila okusinda, atakubhala bha enyuma abhantu, saana abhenayetwala atabha aliomuntu wokukuletilila kandi atalimuntu wokweda maela."
230699012,1TI,3,4,"He should manage his own household well, and he should make sure his children obey and respect him in every way.",Akweyemela ekayawenene ge akumanya kwemelelelago ombhana bhe.
230699013,1TI,3,5,"For if a man does not know how to manage his own household, how will he care for a church of God?",Omuntu atakumanya kwemelela enjuyewenene najakulemelata eilamizo lyamwama?
230699014,1TI,3,6,"He should not be a new convert, so that he does not swell with pride and fall into condemnation as the devil.","Atabha alimuntu atakugula, ateija akesunga akagwa omukulamulwa yasitani."
230699015,1TI,3,7,"He must also have a good reputation with those outside, so that he does not fall into disgrace and the trap of the devil.",Nikwo kuhamisilizwa ebhilungi nabhantu bhaliaelungu ateija akagwa omubhigumile nempingu yasitani.
230699016,1TI,3,8,"In the same way, deacons should be dignified, not double-talkers. They should not drink too much wine or be greedy.","Omulebyo abhakozi bhomuilamizo bhabha bhokwetuola, bhatabha mbhagamba kubhi, bhatabha abhokutumia amalwa muno, bhatabha bhali bhokwenda  amaela ge nseko."
230699017,1TI,3,9,They should keep the mystery of the faith with a clean conscience.,Abhakukwata esiri yo kwikiliza omumitima elige.
230699018,1TI,3,10,"They should also be approved first, and then they should serve because they are blameless.",Abha bhalengesibhwe anyuma yebhyo emilima yomukozi womuilamizo kibhaleija kuzoka tebeine emisango.
230699019,1TI,3,11,"In the same way, their wives should be dignified, not slanderers, but sober and faithful in all things.","Ebyonebhyo abhakazi bhabho, bhabhe abhekwetonda, abha tali bhokubhyeilelangana, obhukuchwa bhubhufu, abhamazima omubhintu byona."
230699020,1TI,3,12,Deacons must be husbands of one wife. They must manage well their children and household.,"Abhakozi bhomuidamizo bhabhe, abhomukazi omo, abhokwemelela abhanabhabhoge, nenju zabho."
230699021,1TI,3,13,For those who have served well acquire for themselves a good standing and great confidence in the faith that is in Christ Jesus.,Aharwokubha abhakorage kurungi omulimo gwa shemasi bhebhonera omuhanda kurungi nobhumanzi bwingi omu mwesigo oguliomuli Kristu Yesu.
230699022,1TI,3,14,"As I write these things to you, I hope to come to you soon.","Nikuhandikikira ebyo, ninyesiga kwoja owawe jubha."
230699023,1TI,3,15,"But if I delay, I am writing so that you may know how to conduct yourself in the household of God, which is the church of the living God, the pillar and support of the truth.","Chonka kindachelelerwa kwija mubhase kumanya owkochisaine abhantu kuja omulirwensinga ya Katonda eya Mungu elikulora, enyomyo egumile omumazima."
230699024,1TI,3,16,"We all agree that the mystery of godliness is great: ""He was revealed in the flesh, was vindicated by the Spirit, was seen by angels, was proclaimed among nations, was believed on in the world, and was taken up in glory.""","Kandi ni nyesiga echinama yo hutakalifu ni nkuru: Mungu akelekwa omu mubhili akamanyika ngu yeine amazima omumwoyo akabhoneka nomumalaika akalangiliowa omumahanga, akesigwa omunsi yona akatwarwa ahaogulu omubhutukufu."
230703105,1TI,4,1,Now the Spirit clearly says that in later times some people will leave the faith and pay attention to deceitful spirits and the teachings of demons,"Mbwenu, omwoyo nagamba obwatu ati, ""akanya akalikwija abandi abhantu bhalalekela omwesigo, kwe tonda kuhuliliza emyoyo ezilikubheiya nokwegesa ebyegeso hechisetani,"
230703106,1TI,4,2,"by the hypocrisy of liars, their own consciences having been seared.","omubhisubha norwougo lwabantu, bhalayochwa omuliro bonebonka insenkazi yomtimayabho."
230703107,1TI,4,3,They will forbid people to marry and require them to abstain from foods that God created to be received with thanksgiving by those who believe and know the truth.,Bhabhatanga kutasya nokukwata ebyakulya bilinya Mungu ebhiyatonzile bhabhikolese ahakusima omulibhonene abhesiga nabhakumanya amazima.
230703108,1TI,4,4,"For every creation of God is good, and nothing received with thanksgiving is to be rejected.",Aharwokubha bhuli chintu chonene Mungu akaehitonda ni chirungi italiho chilinya echitukuhebwa ahakusima tichisaine kuchanga.
230703109,1TI,4,5,For it is sanctified by the word of God and prayer.,"Aharwokubha, kisemezibwe kulabhila echigambo cha Mungu ahamuhanda gwamasabha."
230703110,1TI,4,6,"If you place these things before the brothers, you will be a good servant of Jesus Christ. For you are being nourished by the words of faith and by the good teaching that you have followed.","Kolabhita ebigambo ebhi omumaiso ga bheneso olabha omukozi mlungi wa Yesu Kristu. Ahakubha umezibwe, ahabhigambo gumwesigo na emyegs milungi eyokuhondera."
230703111,1TI,4,7,"But reject profane stories loved by old women. Instead, train yourself in godliness.","Chonka uyange emigani yensi elikwendwa na bhakaikuru. Ahakuko lotyo, yeyegese iwe obhufura."
230703112,1TI,4,8,"For bodily training is a little useful, but godliness is useful for all things. It holds promise for this life now and the life to come.","Ahakubha ubhumanyizo byoomubhili busaine kake, chonka obhufura bhusaine muno ahabhintu bhona Kubhika echilagililo ahakanya akahali na kanya akalikwija."
230703113,1TI,4,9,This message is trustworthy and worthy of full acceptance.,Amakuru aga na gokwesiga kandi gasaine kwikilizibwa kwo.
230703114,1TI,4,10,"For it is for this that we labor and struggle. For we hope in the living God, who is the Savior of all people, but especially of believers.","Aharwobha, echi nitwetesa no kukora emilimo na mani geingi mno. ahakubha twine obhumaza ahali Mungu alikulora wenene nomulokozi wa bhantu bhona chonka bhalinya abhali kumwesiga."
