sort,book,chapter,verse,es-419,en
180367381,LUK,3,21,"Ahora vino a ser que, cuando todas las personas fueron bautizadas, Jesús también fue bautizado. Y mientras él estaba orando, los cielos se abrieron","Now it came about, when all the people were baptized, Jesus also was baptized, and while he was praying, the heavens opened,"
180367382,LUK,3,22,"y El Espíritu Santo bajó sobre Él en forma de paloma y una voz salió de los cielos: ""Tú eres mi Hijo, a quien Yo amo. Yo estoy complacido contigo.""","and the Holy Spirit in bodily form came down on him like a dove, and a voice came from heaven: ""You are my beloved Son. I am pleased with you."""
180367383,LUK,3,23,"Cuando Jesús comenzó su ministerio, él era como de treinta años de edad. Él era el hijo (como se suponía) de José, el hijo de Elí,","When Jesus began his ministry, he was about thirty years of age. He was the son (as it was assumed) of Joseph, the son of Heli,"
180367384,LUK,3,24,"el hijo de Matat, el hijo de Leví, el hijo de Melqui, el hijo de Jana, el hijo de José.","the son of Matthat, the son of Levi, the son of Melchi, the son of Jannai, the son of Joseph."
180367385,LUK,3,25,"José era el hijo de Matatías, el hijo de Amós, el hijo de Nahúm, el hijo de Esli, el hijo de Nagai,","Joseph was the son of Mattathias, the son of Amos, the son of Nahum, the son of Esli, the son of Naggai,"
180367386,LUK,3,26,"el hijo de Maat, el hijo de Matatías, el hijo de Semei, el hijo de José, el hijo de Judá.","the son of Maath, the son of Mattathias, the son of Semein, the son of Josech, the son of Joda."
180367387,LUK,3,27,"Judá era el hijo de Joana, el hijo de Resa, el hijo de Zorobabel, el hijo de Salatiel, el hijo de Neri,","Joda was the son of Joanan, the son of Rhesa, the son of Zerubbabel, the son of Salathiel, the son of Neri,"
180367388,LUK,3,28,"el hijo de Melqui, el hijo de Adi, el hijo de Cosam, el hijo de Elmodam, el hijo de Er,","the son of Melchi, the son of Addi, the son of Cosam, the son of Elmadam, the son of Er,"
180367389,LUK,3,29,"el hijo de Josué, el hijo de Eliezer, el hijo de Jorim, el hijo de Matat, el hijo de Leví.","the son of Joshua, the son of Eliezer, the son of Jorim, the son of Matthat, the son of Levi."
180367390,LUK,3,30,"Leví era el hijo de Simeón, el hijo de Judá, el hijo de José, el hijo de Jonán, el hijo de Eliaquim,","Levi was the son of Simeon, the son of Judah, the son of Joseph, the son of Jonam, the son of Eliakim,"
180367391,LUK,3,31,"el hijo de Melea, el hijo de Mainán, el hijo de Matata, el hijo de Natán, el hijo de David,","the son of Melea, the son of Menna, the son of Mattatha, the son of Nathan, the son of David,"
180367392,LUK,3,32,"el hijo de Isaí, el hijo de Obed, el hijo de Booz, el hijo de Salmón, el hijo de Naasón.","the son of Jesse, the son of Obed, the son of Boaz, the son of Salmon, the son of Nahshon."
180367393,LUK,3,33,"Naasón era el hijo de Aminadab, el hijo de Admín, el hijo de Aram, el hijo de Esrom, el hijo de Fares, el hijo de Judá,","Nahshon was the son of Amminadab, the son of Admin, the son of Arni, the son of Hezron, the son of Perez, the son of Judah,"
180367394,LUK,3,34,"el hijo de Jacob, el hijo de Isaac, el hijo de Abraham, el hijo de Taré, el hijo de Nacor,","the son of Jacob, the son of Isaac, the son of Abraham, the son of Terah, the son of Nahor,"
180367395,LUK,3,35,"el hijo de Serug, el hijo de Ragau, el hijo de Peleg, el hijo de Heber, el hijo de Sala.","the son of Serug, the son of Reu, the son of Peleg, the son of Eber, the son of Shelah."
180367396,LUK,3,36,"Sala era el hijo de Cainán, el hijo de Arfaxad, el hijo de Sem, el hijo de Noé, el hijo de Lamec,","Shelah was the son of Cainan, the son of Arphaxad, the son of Shem, the son of Noah, the son of Lamech,"
180367397,LUK,3,37,"el hijo de Matusalén, el hijo de Enoc, el hijo de Jared, el hijo de Mahalaleel, el hijo de Cainán,","the son of Methuselah, the son of Enoch, the son of Jared, the son of Mahalalel, the son of Cainan,"
180367398,LUK,3,38,"el hijo de Enós, el hijo de Set, el hijo de Adán, el hijo de Dios.","the son of Enos, the son of Seth, the son of Adam, the son of God."
180371457,LUK,4,1,"Entonces Jesús, lleno del Espíritu Santo, regresó del Río Jordán y fue dirigido por el Espíritu al desierto","Then Jesus, being full of the Holy Spirit, returned from the Jordan River and was led by the Spirit in the wilderness,"
180371458,LUK,4,2,donde por cuarenta días Él fue tentado por el diablo. Él no comió nada durante esos días y al final de ese tiempo Él tenía hambre.,"where for forty days he was tempted by the devil. He ate nothing during those days, and at the end of that time he was hungry."
180371459,LUK,4,3,"El diablo le dijo: ""Si Tú eres el Hijo de Dios, manda que estas rocas se conviertan en pan.""","The devil said to him, ""If you are the Son of God, command this stone to become bread."""
180371460,LUK,4,4,"Jesús le contestó ""Escrito está: 'NO SÓLO DE PAN VIVIRÁ EL HOMBRE.'""","Jesus answered him, ""It is written, 'Man does not live on bread alone.'"""
180371461,LUK,4,5,Entonces el diablo dirigió a Jesús a un lugar alto y mostró todos los reinos del mundo en un instante.,Then the devil led Jesus up and showed him all the kingdoms of the world in an instant of time.
180371462,LUK,4,6,"El diablo le dijo: ""Te daré toda esta potestad y todo su esplendor, pues ellos me han sido dados a mí y yo puedo darlos a quien yo quiera.","The devil said to him, ""I will give to you all this authority and all their glory, for they have been given to me, and I can give it to anyone I want."
180371463,LUK,4,7,"Por lo tanto, si Tú te postras y me adoras, será tuyo.""","So then, if you will bow down and worship me, it will be yours."""
180371464,LUK,4,8,"Pero Jesús le contestó: ""Escrito está: 'ADORARÁS AL SEÑOR TU DIOS Y LE SERVIRÁS SÓLO A ÉL.''","But Jesus answered and said to him, ""It is written, 'You will worship the Lord your God, and you will serve only him.'"""
180371465,LUK,4,9,"Luego, el diablo dirigió a Jesús a Jerusalén y lo puso en el punto más alto del edificio del templo y le dijo: ""Si Tú eres el Hijo de Dios, tírate de aquí.","Then the devil led Jesus to Jerusalem and put him on the very highest point of the temple building, and said to him, ""If you are the Son of God, throw yourself down from here."
180371466,LUK,4,10,"Pues, escrito está: 'ÉL MANDARÁ A SUS ÁNGELES PARA CUIDAR DE TI, PARA PROTEGERTE',","For it is written, 'He will give orders to his angels regarding you, to protect you,'"
180371467,LUK,4,11,"y 'ELLOS TE LEVANTARÁN EN SUS MANOS, PARA QUE NO TROPIECE TU PIE CON PIEDRA.'""","and, 'They will lift you up in their hands, so that you will not strike your foot against a stone.'"""
180371468,LUK,4,12,"Y contestándole, Jesús le dijo: ""Está dicho: 'NO PONGAS AL SEÑOR TU DIOS A PRUEBA.'""","Answering him, Jesus said, ""It is said, 'Do not put the Lord your God to the test.'"""
180371469,LUK,4,13,"Cuando el diablo terminó de tentar a Jesús, se fue y lo dejó por un tiempo.","When the devil had finished tempting Jesus, he went away and left him until another time."
180371470,LUK,4,14,Luego Jesús regresó a Galilea en el poder del Espíritu y noticias sobre Él se esparcieron por todas las regiones de alrededor.,"Then Jesus returned to Galilee in the power of the Spirit, and news about him spread throughout the entire surrounding region."
180371471,LUK,4,15,Él comenzó a enseñar en las sinagogas y era alabado por todos.,Then he began to teach in their synagogues and he was praised by all.
180371472,LUK,4,16,"Él vino a Nazaret, la ciudad donde lo habían criado, y como era su costumbre, entró a la sinagoga en el día de reposo, como su costumbre, y se levantó a leer en voz alta.","He came into Nazareth, where he had been raised, and, as was his custom, he entered the synagogue on the Sabbath day and he stood up to read aloud."
180371473,LUK,4,17,El rollo del profeta Isaías le fue entregado. Abrió el rollo y encontró el lugar donde estaba escrito:,"The scroll of the prophet Isaiah was handed to him. He opened the scroll and found the place where it was written,"
180371474,LUK,4,18,"""EL ESPÍRITU DEL SEÑOR ESTÁ SOBRE MÍ, PORQUE ÉL ME HA UNGIDO PARA DECIR LAS BUENAS NUEVAS A LOS POBRES. ÉL ME HA ENVIADO A PROCLAMAR LIBERTAD A LOS CAUTIVOS Y A RECOBRAR LA VISTA A LOS CIEGOS, A LIBERTAR A AQUELLOS QUIENES ESTÁN OPRIMIDOS,","""The Spirit of the Lord is upon me, because he anointed me to announce good news to the poor. He has sent me to proclaim freedom to the captives and recovery of sight to the blind, to set free those who are oppressed,"
180371475,LUK,4,19,"A PROCLAMAR EL AÑO FAVORABLE DEL SEÑOR.""","to proclaim the year of the Lord's favor."""
180371476,LUK,4,20,"Luego, enrolló el manuscrito, lo dio de vuelta al asistente y se sentó. Los ojos de todos en la sinagoga estaban fijos en Él.","Then he rolled up the scroll, gave it back to the attendant, and sat down. The eyes of all in the synagogue were fixed on him."
180371477,LUK,4,21,"Él comenzó a hablarles: ""Hoy esta Escritura se ha cumplido en su presencia.""","He began to speak to them: ""Today this scripture has been fulfilled in your hearing."""
180371478,LUK,4,22,"Todos fueron testigos de lo que Él dijo y todos estaban asombrados de las palabras con gracia que habían salido de su boca. Decían: ""No es este el hijo de José,""","Everyone there spoke well of him and they were amazed at the gracious words which were coming out of his mouth, and they asked, ""Is this not the son of Joseph?"""
